Input: AmA, Original Base: 55, Target Base: 12, Converted: 17058, Base10: 32900
Input: 1, Original Base: 54, Target Base: 55, Converted: 1, Base10: 1
Input: 23, Original Base: 16, Target Base: 36, Converted: Z, Base10: 35
Input: 60AO, Original Base: 28, Target Base: 50, Converted: 12eG, Base10: 132016
Input: L6, Original Base: 49, Target Base: 20, Converted: 2BF, Base10: 1035
Input: 4I, Original Base: 23, Target Base: 54, Converted: 22, Base10: 110
Input: 42, Original Base: 62, Target Base: 61, Converted: 46, Base10: 250
Input: 5J, Original Base: 33, Target Base: 55, Converted: 3J, Base10: 184
Input: 0, Original Base: 30, Target Base: 30, Converted: 0, Base10: 0
Input: 406, Original Base: 7, Target Base: 30, Converted: 6M, Base10: 202
Input: 10696, Original Base: 19, Target Base: 63, Converted: XQn, Base10: 132664
Input: 4, Original Base: 36, Target Base: 47, Converted: 4, Base10: 4
Input: 66616, Original Base: 10, Target Base: 57, Converted: KSe, Base10: 66616
Input: 2I, Original Base: 58, Target Base: 21, Converted: 68, Base10: 134
Input: 3G, Original Base: 38, Target Base: 48, Converted: 2Y, Base10: 130
Input: 27NAN, Original Base: 26, Target Base: 11, Converted: 659AA5, Base10: 1052815
Input: 4WJ, Original Base: 35, Target Base: 28, Converted: 7JJ, Base10: 6039
Input: 9QK8, Original Base: 30, Target Base: 8, Converted: 1011400, Base10: 267008
Input: 4196443, Original Base: 10, Target Base: 29, Converted: 5R1NR, Base10: 4196443
Input: 92J, Original Base: 61, Target Base: 44, Converted: HGE, Base10: 33630
Input: 0, Original Base: 37, Target Base: 36, Converted: 0, Base10: 0
Input: 38JU, Original Base: 55, Target Base: 6, Converted: 15123440, Base10: 524400
Input: 120G8G, Original Base: 18, Target Base: 4, Converted: 20001320200, Base10: 2104864
Input: 1, Original Base: 28, Target Base: 46, Converted: 1, Base10: 1
Input: 4cI, Original Base: 42, Target Base: 42, Converted: 4cI, Base10: 8670
Input: CQ5, Original Base: 41, Target Base: 48, Converted: 9AR, Base10: 21243
Input: 1, Original Base: 4, Target Base: 46, Converted: 1, Base10: 1
Input: BOI, Original Base: 27, Target Base: 49, Converted: 3UC, Base10: 8685
Input: 825, Original Base: 14, Target Base: 31, Converted: 1KK, Base10: 1601
Input: 10C141, Original Base: 21, Target Base: 10, Converted: 4195759, Base10: 4195759
Input: 33QY, Original Base: 44, Target Base: 49, Converted: 2BGj, Base10: 262538
Input: 1, Original Base: 4, Target Base: 18, Converted: 1, Base10: 1
Input: 35M, Original Base: 27, Target Base: 50, Converted: ki, Base10: 2344
Input: 791, Original Base: 28, Target Base: 52, Converted: 26L, Base10: 5741
Input: 1CD8, Original Base: 22, Target Base: 52, Converted: 6A6, Base10: 16750
Input: QWI, Original Base: 36, Target Base: 41, Converted: KUG, Base10: 34866
Input: 9E, Original Base: 38, Target Base: 45, Converted: 7f, Base10: 356
Input: 1, Original Base: 28, Target Base: 36, Converted: 1, Base10: 1
Input: LTN, Original Base: 39, Target Base: 46, Converted: FTL, Base10: 33095
Input: 17, Original Base: 11, Target Base: 30, Converted: I, Base10: 18
Input: 2503050, Original Base: 6, Target Base: 9, Converted: 222233, Base10: 132870
Input: 8idY, Original Base: 49, Target Base: 43, Converted: D89B, Base10: 1048781
Input: 12fV, Original Base: 51, Target Base: 34, Converted: 3J2V, Base10: 139975
Input: 5KTF3, Original Base: 35, Target Base: 15, Converted: B0CD88, Base10: 8396678
Input: 44, Original Base: 55, Target Base: 54, Converted: 48, Base10: 224
Input: 9P4, Original Base: 60, Target Base: 19, Converted: 4HH8, Base10: 33904
Input: 2, Original Base: 27, Target Base: 10, Converted: 2, Base10: 2
Input: 1000000000001001100000, Original Base: 2, Target Base: 11, Converted: 1203095, Base10: 2097760
Input: 5, Original Base: 12, Target Base: 40, Converted: 5, Base10: 5
Input: 6, Original Base: 35, Target Base: 47, Converted: 6, Base10: 6
Input: 2, Original Base: 14, Target Base: 47, Converted: 2, Base10: 2
Input: 1010, Original Base: 2, Target Base: 40, Converted: A, Base10: 10
Input: 1, Original Base: 35, Target Base: 50, Converted: 1, Base10: 1
Input: AIB7D, Original Base: 25, Target Base: 19, Converted: 1D3A59, Base10: 4194563
Input: 1LLK, Original Base: 45, Target Base: 35, Converted: 34V5, Base10: 134615
Input: B, Original Base: 43, Target Base: 20, Converted: B, Base10: 11
Input: 3FK, Original Base: 23, Target Base: 6, Converted: 13012, Base10: 1952
Input: 2R5O, Original Base: 60, Target Base: 34, Converted: DG28, Base10: 529524
Input: 6Ied, Original Base: 55, Target Base: 37, Converted: KULW, Base10: 1054939
Input: C, Original Base: 60, Target Base: 36, Converted: C, Base10: 12
Input: 2M, Original Base: 53, Target Base: 8, Converted: 200, Base10: 128
Input: 3B6GM, Original Base: 40, Target Base: 38, Converted: 40b7O, Base10: 8394262
Input: 52, Original Base: 37, Target Base: 10, Converted: 187, Base10: 187
Input: 3P4, Original Base: 36, Target Base: 20, Converted: BJC, Base10: 4792
Input: 2, Original Base: 19, Target Base: 30, Converted: 2, Base10: 2
Input: 2HWWB, Original Base: 36, Target Base: 3, Converted: 21220010111002, Base10: 4195019
Input: WHP, Original Base: 46, Target Base: 27, Converted: 3CQK, Base10: 68519
Input: CdP, Original Base: 42, Target Base: 14, Converted: 846B, Base10: 22831
Input: D, Original Base: 61, Target Base: 47, Converted: D, Base10: 13
Input: C, Original Base: 26, Target Base: 41, Converted: C, Base10: 12
Input: 51, Original Base: 16, Target Base: 61, Converted: 1K, Base10: 81
Input: 5962J, Original Base: 25, Target Base: 40, Converted: WUd9, Base10: 2097569
Input: 196, Original Base: 18, Target Base: 7, Converted: 1302, Base10: 492
Input: G, Original Base: 47, Target Base: 18, Converted: G, Base10: 16
Input: 29, Original Base: 16, Target Base: 58, Converted: f, Base10: 41
Input: 0, Original Base: 20, Target Base: 50, Converted: 0, Base10: 0
Input: 9k0, Original Base: 58, Target Base: 17, Converted: 6BGF, Base10: 32944
Input: 1, Original Base: 24, Target Base: 15, Converted: 1, Base10: 1
Input: 38, Original Base: 31, Target Base: 62, Converted: 1d, Base10: 101
Input: M, Original Base: 61, Target Base: 44, Converted: M, Base10: 22
Input: 10A3B, Original Base: 12, Target Base: 12, Converted: 10A3B, Base10: 22223
Input: 4M, Original Base: 26, Target Base: 10, Converted: 126, Base10: 126
Input: 7, Original Base: 10, Target Base: 63, Converted: 7, Base10: 7
Input: 1000000011111000001, Original Base: 2, Target Base: 22, Converted: 12HFJ, Base10: 264129
Input: 1e8Ni, Original Base: 46, Target Base: 39, Converted: 3OGFQ, Base10: 8388926
Input: cJ9, Original Base: 61, Target Base: 61, Converted: cJ9, Base10: 142566
Input: Rc, Original Base: 50, Target Base: 9, Converted: 1812, Base10: 1388
Input: 0, Original Base: 26, Target Base: 53, Converted: 0, Base10: 0
Input: 20000002032, Original Base: 4, Target Base: 42, Converted: SCdO, Base10: 2097294
Input: 6DT, Original Base: 52, Target Base: 10, Converted: 16929, Base10: 16929
Input: 2I25P, Original Base: 36, Target Base: 6, Converted: 230020541, Base10: 4201837
Input: C, Original Base: 62, Target Base: 60, Converted: C, Base10: 12
Input: 4S, Original Base: 53, Target Base: 19, Converted: CC, Base10: 240
Input: II, Original Base: 20, Target Base: 25, Converted: F3, Base10: 378
Input: LK4P, Original Base: 29, Target Base: 35, Converted: CBX0, Base10: 529130
Input: 35C, Original Base: 20, Target Base: 40, Converted: WW, Base10: 1312
Input: 1560B4, Original Base: 13, Target Base: 56, Converted: 30AJ, Base10: 527427
Input: 14B00, Original Base: 15, Target Base: 60, Converted: IU0, Base10: 66600
Input: 7O2HP, Original Base: 27, Target Base: 53, Converted: S9B1, Base10: 4194421
Input: 2NV, Original Base: 51, Target Base: 46, Converted: 31C, Base10: 6406
Input: 7L, Original Base: 54, Target Base: 7, Converted: 1110, Base10: 399
Input: 43, Original Base: 8, Target Base: 2, Converted: 100011, Base10: 35
Input: D, Original Base: 41, Target Base: 38, Converted: D, Base10: 13
Input: 2C8JJI, Original Base: 20, Target Base: 45, Converted: 2248c, Base10: 8391998
Input: 28, Original Base: 43, Target Base: 13, Converted: 73, Base10: 94
Input: ZCnm, Original Base: 62, Target Base: 12, Converted: 2987886, Base10: 8390694
Input: 34F1E, Original Base: 17, Target Base: 51, Converted: 23Sm, Base10: 274581
Input: A18I, Original Base: 19, Target Base: 4, Converted: 100320001, Base10: 69121
Input: 4, Original Base: 41, Target Base: 54, Converted: 4, Base10: 4
Input: 8, Original Base: 48, Target Base: 38, Converted: 8, Base10: 8
Input: 0, Original Base: 19, Target Base: 61, Converted: 0, Base10: 0
Input: 3, Original Base: 41, Target Base: 35, Converted: 3, Base10: 3
Input: 2BPl, Original Base: 49, Target Base: 34, Converted: 6NGP, Base10: 262981
Input: 49U, Original Base: 54, Target Base: 57, Converted: 3gd, Base10: 12180
Input: F, Original Base: 60, Target Base: 56, Converted: F, Base10: 15
Input: 2XkF, Original Base: 59, Target Base: 38, Converted: 9NY8, Base10: 528360
Input: 4C1G, Original Base: 20, Target Base: 59, Converted: AYK, Base10: 36836
Input: 6Z, Original Base: 58, Target Base: 59, Converted: 6T, Base10: 383
Input: IH, Original Base: 51, Target Base: 46, Converted: KF, Base10: 935
Input: S1a, Original Base: 50, Target Base: 53, Converted: OoK, Base10: 70086
Input: 518E8, Original Base: 18, Target Base: 49, Converted: 4QB3, Base10: 533564
Input: 33NR, Original Base: 35, Target Base: 33, Converted: 3N8A, Base10: 133132
Input: 5, Original Base: 46, Target Base: 41, Converted: 5, Base10: 5
Input: 6Y5, Original Base: 37, Target Base: 38, Converted: 6LF, Base10: 9477
Input: 12626, Original Base: 7, Target Base: 30, Converted: 3NB, Base10: 3401
Input: OHA9, Original Base: 35, Target Base: 31, Converted: 147OS, Base10: 1050184
Input: SA20, Original Base: 53, Target Base: 15, Converted: 57D737, Base10: 4196752
Input: m, Original Base: 49, Target Base: 11, Converted: 44, Base10: 48
Input: 19d4I, Original Base: 43, Target Base: 55, Converted: PFYj, Base10: 4206665
Input: PpJ, Original Base: 52, Target Base: 32, Converted: 24JV, Base10: 70271
Input: 45BG, Original Base: 17, Target Base: 49, Converted: 8gY, Base10: 21300
Input: LRE, Original Base: 57, Target Base: 54, Converted: NoE, Base10: 69782
Input: 40, Original Base: 14, Target Base: 59, Converted: u, Base10: 56
Input: 16BBB, Original Base: 12, Target Base: 33, Converted: U4T, Base10: 32831
Input: E, Original Base: 18, Target Base: 32, Converted: E, Base10: 14
Input: 0, Original Base: 18, Target Base: 11, Converted: 0, Base10: 0
Input: 1IB, Original Base: 57, Target Base: 34, Converted: 3O2, Base10: 4286
Input: 0, Original Base: 53, Target Base: 39, Converted: 0, Base10: 0
Input: QTL, Original Base: 35, Target Base: 53, Converted: BbQ, Base10: 32886
Input: 4l, Original Base: 48, Target Base: 30, Converted: 7T, Base10: 239
Input: TM9, Original Base: 39, Target Base: 10, Converted: 44976, Base10: 44976
Input: 0, Original Base: 22, Target Base: 18, Converted: 0, Base10: 0
Input: A5, Original Base: 16, Target Base: 55, Converted: 30, Base10: 165
Input: 74, Original Base: 47, Target Base: 21, Converted: FI, Base10: 333
Input: 1, Original Base: 18, Target Base: 30, Converted: 1, Base10: 1
Input: 7P4P, Original Base: 41, Target Base: 48, Converted: 4ZYL, Base10: 524661
Input: 5KS91, Original Base: 35, Target Base: 41, Converted: 2dX7e, Base10: 8395241
Input: 1, Original Base: 27, Target Base: 29, Converted: 1, Base10: 1
Input: MHC3, Original Base: 36, Target Base: 49, Converted: 8ig5, Base10: 1048899
Input: 1001460, Original Base: 8, Target Base: 39, Converted: 4GYM, Base10: 262960
Input: 7, Original Base: 42, Target Base: 50, Converted: 7, Base10: 7
Input: 2d, Original Base: 40, Target Base: 25, Converted: 4J, Base10: 119
Input: 2011201022, Original Base: 3, Target Base: 3, Converted: 2011201022, Base10: 42803
Input: 72EHJ, Original Base: 33, Target Base: 9, Converted: 16705664, Base10: 8389147
Input: DFQ0, Original Base: 34, Target Base: 17, Converted: 65C10, Base10: 529176
Input: A6, Original Base: 13, Target Base: 29, Converted: 4K, Base10: 136
Input: 7PcD, Original Base: 41, Target Base: 34, Converted: DD1T, Base10: 526043
Input: J8i, Original Base: 60, Target Base: 48, Converted: Thi, Base10: 68924
Input: 6NGB0, Original Base: 28, Target Base: 29, Converted: 5RCNH, Base10: 4205684
Input: 6PR0, Original Base: 43, Target Base: 50, Converted: 49cS, Base10: 524428
Input: 40B2, Original Base: 16, Target Base: 6, Converted: 204402, Base10: 16562
Input: 3133, Original Base: 4, Target Base: 58, Converted: 3n, Base10: 223
Input: 9D35, Original Base: 19, Target Base: 58, Converted: JiI, Base10: 66486
Input: lhMU, Original Base: 56, Target Base: 46, Converted: 1e92U, Base10: 8390062
Input: 1J7, Original Base: 52, Target Base: 24, Converted: 6A3, Base10: 3699
Input: D4, Original Base: 30, Target Base: 57, Converted: 6q, Base10: 394
Input: 60FG, Original Base: 28, Target Base: 20, Converted: GA78, Base10: 132148
Input: 9d0, Original Base: 62, Target Base: 4, Converted: 21002112, Base10: 37014
Input: 4oo, Original Base: 58, Target Base: 17, Converted: 35D1, Base10: 16406
Input: 4G, Original Base: 62, Target Base: 7, Converted: 525, Base10: 264
Input: 10100, Original Base: 5, Target Base: 4, Converted: 22022, Base10: 650
Input: 222122102110, Original Base: 3, Target Base: 21, Converted: 2ED56, Base10: 524460
Input: 1e8LV, Original Base: 46, Target Base: 39, Converted: 3OGCc, Base10: 8388821
Input: 5340, Original Base: 7, Target Base: 54, Converted: Z0, Base10: 1890
Input: 87, Original Base: 49, Target Base: 17, Converted: 168, Base10: 399
Input: FT5, Original Base: 34, Target Base: 18, Converted: 32A7, Base10: 18331
Input: 75, Original Base: 14, Target Base: 8, Converted: 147, Base10: 103
Input: 110111100000, Original Base: 2, Target Base: 18, Converted: AH6, Base10: 3552
Input: 1BB6, Original Base: 17, Target Base: 31, Converted: 8J8, Base10: 8285
Input: A, Original Base: 37, Target Base: 30, Converted: A, Base10: 10
Input: 1005307, Original Base: 8, Target Base: 33, Converted: 7C8C, Base10: 264903
Input: 3227, Original Base: 18, Target Base: 3, Converted: 220221121, Base10: 18187
Input: D9A69, Original Base: 14, Target Base: 7, Converted: 4320662, Base10: 526157
Input: 47GEA8, Original Base: 18, Target Base: 16, Converted: 8009E4, Base10: 8391140
Input: 37, Original Base: 34, Target Base: 6, Converted: 301, Base10: 109
Input: 5, Original Base: 47, Target Base: 13, Converted: 5, Base10: 5
Input: 0, Original Base: 33, Target Base: 30, Converted: 0, Base10: 0
Input: 4aY, Original Base: 41, Target Base: 60, Converted: 2HE, Base10: 8234
Input: 408K0, Original Base: 32, Target Base: 63, Converted: Go+S, Base10: 4203136
Input: O, Original Base: 34, Target Base: 50, Converted: O, Base10: 24
Input: 8IV, Original Base: 52, Target Base: 47, Converted: AAd, Base10: 22599
Input: 1, Original Base: 43, Target Base: 7, Converted: 1, Base10: 1
Input: 19C7B, Original Base: 17, Target Base: 63, Converted: X5i, Base10: 131336
Input: G8, Original Base: 56, Target Base: 16, Converted: 388, Base10: 904
Input: 1202210210, Original Base: 3, Target Base: 13, Converted: 12B2B, Base10: 34851
Input: 7OeQ, Original Base: 41, Target Base: 34, Converted: DBN7, Base10: 524457
Input: 1Z, Original Base: 56, Target Base: 38, Converted: 2F, Base10: 91
Input: 56KQ, Original Base: 47, Target Base: 63, Converted: 28Ne, Base10: 533335
Input: 165B, Original Base: 17, Target Base: 34, Converted: 5SB, Base10: 6743
Input: LlJ, Original Base: 56, Target Base: 55, Converted: MZW, Base10: 68507
Input: 1JRK4, Original Base: 28, Target Base: 26, Converted: 27OA8, Base10: 1053476
Input: J, Original Base: 59, Target Base: 36, Converted: J, Base10: 19
Input: 5, Original Base: 19, Target Base: 52, Converted: 5, Base10: 5
Input: 2CE4, Original Base: 15, Target Base: 42, Converted: 5K4, Base10: 9664
Input: 131302, Original Base: 5, Target Base: 49, Converted: 288, Base10: 5202
Input: 4X, Original Base: 50, Target Base: 9, Converted: 278, Base10: 233
Input: 86, Original Base: 23, Target Base: 32, Converted: 5U, Base10: 190
Input: AIDAI, Original Base: 25, Target Base: 27, Converted: 7O4IC, Base10: 4195893
Input: 5K, Original Base: 25, Target Base: 47, Converted: 34, Base10: 145
Input: 1, Original Base: 52, Target Base: 11, Converted: 1, Base10: 1
Input: LN, Original Base: 39, Target Base: 9, Converted: 1135, Base10: 842
Input: 3, Original Base: 42, Target Base: 9, Converted: 3, Base10: 3
Input: A2, Original Base: 46, Target Base: 42, Converted: B0, Base10: 462
Input: 1684, Original Base: 10, Target Base: 57, Converted: TV, Base10: 1684
Input: C, Original Base: 50, Target Base: 17, Converted: C, Base10: 12
Input: J, Original Base: 58, Target Base: 29, Converted: J, Base10: 19
Input: 2PME, Original Base: 29, Target Base: 47, Converted: Vg2, Base10: 70455
Input: Ilf4, Original Base: 48, Target Base: 63, Converted: 8PKt, Base10: 2100916
Input: 3N1, Original Base: 38, Target Base: 6, Converted: 40035, Base10: 5207
Input: 52, Original Base: 17, Target Base: 42, Converted: 23, Base10: 87
Input: 80I42, Original Base: 19, Target Base: 6, Converted: 34253052, Base10: 1049144
Input: 855D, Original Base: 20, Target Base: 32, Converted: 20I1, Base10: 66113
Input: 100000000000110100110001, Original Base: 2, Target Base: 35, Converted: 5KPL0, Base10: 8391985
Input: 1, Original Base: 54, Target Base: 15, Converted: 1, Base10: 1
Input: 1A16, Original Base: 11, Target Base: 18, Converted: 7G2, Base10: 2558
Input: AN, Original Base: 61, Target Base: 61, Converted: AN, Base10: 633
